WID,title,publication_date,paperAbstract,paperYear
20313,Do Large Modern Retailers Pay Premium Wages? | NBER,2014-07-17T12:00:00Z,"With malls, franchise strips and big-box retailers increasingly dotting the landscape, there is concern that middle-class jobs in manufacturing in the U.S. are being replaced by minimum wage jobs in retail. Retail jobs have spread, while manufacturing jobs have shrunk in number. In this paper, we characterize the wages that have accompanied the growth in retail. We show that wage rates in the retail sector rise markedly with firm size and with establishment size. These increases are halved when we control for worker fixed effects, suggesting that there is sorting of better workers into larger firms. Also, higher ability workers get promoted to the position of manager, which is associated with higher pay. We conclude that the growth in modern retail, characterized by larger chains of larger establishments with more levels of hierarchy, is raising wage rates relative to traditional mom-and-pop retail stores.",2014
20314,The Twin Ds: Optimal Default and Devaluation | NBER,2014-07-17T12:00:00Z,"A salient characteristic of sovereign defaults is that they are typically accompanied by large devaluations. This paper presents new evidence of this empirical regularity known as the Twin Ds and proposes a model that rationalizes it as an optimal policy outcome. The model combines limited enforcement of debt contracts and downward nominal wage rigidity. Under optimal policy, default is shown to occur during con- tractions. The role of default is to free up resources for domestic absorption, and the role of exchange-rate devaluation is to lower the real value of wages, thereby reducing involuntary unemployment.",2014
20315,"Corruption, Intimidation, and Whistle-blowing: a Theory of Inference from Unverifiable Reports | NBER",2014-07-17T12:00:00Z,"We consider a game between a principal, an agent, and a monitor in which the principal would like to rely on messages by the monitor to target intervention against a misbehaving agent. The difficulty is that the agent can credibly threaten to retaliate against likely whistleblowers in the event of an intervention.  In this setting intervention policies that are very responsive to the monitor's message provide very informative signals to the agent, allowing him to shut down communication channels. Successful intervention policies must garble the information provided by monitors and cannot be fully responsive. We show that even if hard evidence is unavailable and monitors have heterogeneous incentives to (mis)report, it is possible to establish robust bounds on equilibrium corruption using only non-verifiable reports. Our analysis suggests a simple heuristic to calibrate intervention policies: first  get monitors to complain, then  scale up enforcement while keeping the information content of intervention constant.",2014
20316,A Surplus of Ambition: Can Europe Rely on Large Primary Surpluses to Solve its Debt Problem? | NBER,2014-07-17T12:00:00Z,"IMF forecasts and the EU's Fiscal Compact foresee Europe's heavily indebted countries running primary budget surpluses of as much as 5 percent of GDP for as long as 10 years in order to maintain debt sustainability and bring their debt/GDP ratios down to the Compact's 60 percent target. We show that primary surpluses this large and persistent are rare. In an extensive sample of high- and middle-income countries there are just 3 (nonoverlapping) episodes where countries ran primary surpluses of at least 5 per cent of GDP for 10 years. Analyzing a less restrictive definition of persistent surplus episodes (primary surpluses averaging at least 3 percent of GDP for 5 years), we find that surplus episodes are more likely when growth is strong, when the current account of the balance of payments is in surplus (savings rates are high), when the debt-to-GDP ratio is high (heightening the urgency of fiscal adjustment), and when the governing party controls all houses of parliament or congress (its bargaining position is strong). Left wing governments, strikingly, are more likely to run large, persistent primary surpluses. In advanced countries, proportional representation electoral systems that give rise to encompassing coalitions are associated with surplus episodes. The point estimates do not provide much encouragement for the view that a country like Italy will be able to run a primary budget surplus as large and persistent as officially projected.",2014
20317,The Gradients of Power: Evidence from the Chinese Housing Market | NBER,2014-07-17T12:00:00Z,"Using a large, unique dataset on the Chinese housing market, we propose to measure corruption using the price differences paid by bureaucrat buyers and non-bureaucrat buyers in the housing market. We find that the housing price paid by bureaucrat buyers is on average 1.05 percentage points lower than non-bureaucrat buyers, after controlling for a full set of characteristics of buyers, houses and mortgage loans. More interestingly, we find that the bureaucrat price discounts exhibit interesting gradients with respect to their hierarchical ranks, the criticality of their government agencies to real estate developers, and geography. We argue that the bureaucrat price discounts and the gradients of these discounts are unlikely to be driven by alternative explanations, thus they are evidence of corruption and measures of the market value of government power.",2014
20318,Applying Insights from Behavioral Economics to Policy Design | NBER,2014-07-17T12:00:00Z,"The premise of this article is that an understanding of psychology and other social science disciplines can inform the effectiveness of the economic tools traditionally deployed in carrying out the functions of government, which include remedying market failures, redistributing income, and collecting tax revenue. An understanding of psychology can also lead to the development of different policy tools that better motivate desired behavior change or that are more cost-effective than traditional policy tools. The article outlines a framework for thinking about the psychology of behavior change in the context of market failures. It then describes the research on the effects of a variety of interventions rooted in an understanding of psychology that have policy-relevant applications. The article concludes by discussing how an understanding of psychology can also inform the use and design of traditional policy tools for behavior change, such as financial incentives.",2014
20319,Risk and Ambiguity in Models of Business Cycles | NBER,2014-07-17T12:00:00Z,"We inject aggregate uncertainty - risk and ambiguity - into an otherwise standard business cycle model and describe its consequences.  We find that increases in uncertainty generally reduce consumption, but they do not account, in this model, for either the magnitude or the persistence of the most recent recession.  We speculate about extensions that might do better along one or both dimensions.",2014
20320,Time Preferences and Consumer Behavior | NBER,2014-07-17T12:00:00Z,"We investigate the predictive power of survey-elicited time preferences using a representative sample of US residents.  In regressions controlling for demographics and risk preferences, we show that the discount factor elicited from choice experiments using multiple price lists and real payments predicts various health, energy, and financial outcomes, including overall self-reported health, smoking, drinking, car fuel efficiency, and credit card balance.  We allow for time-inconsistent preferences and find that the long-run and present bias discount factors (δ and β) are each significantly associated in the expected direction with several of these outcomes.  Finally, we explore alternate measures of time preference.  Elicited discount factors are correlated with several such measures, including self-reported willpower.  A multiple proxies approach using these alternate measures shows that our estimated associations between the time-consistent discount factor and health, energy, and financial outcomes may be conservative.",2014
20321,When Incentives Matter Too Much: Explaining Significant Responses to Irrelevant Information | NBER,2014-07-17T12:00:00Z,"When economic agents make decisions on the basis of an information set containing both a continuous variable and a discrete signal based on that variable, theory suggests that the signal should have no bearing on behavior conditional on the variable itself.  Numerous empirical studies, many based on the regression discontinuity design, have contradicted this basic prediction.  We propose two models of behavior capable of rationalizing this observed behavior, one based on information acquisition costs and a second on learning and imperfect information.  Using data on school responses to discrete signals embedded in North Carolina's school accountability system, we find patterns of results inconsistent with the first model but consistent with the second.  These results imply that rational responses to policy interventions may take time to emerge; consequently evaluations based on short-term data may understate treatment effects.",2014
20322,Patent Trolls: Evidence from Targeted Firms | NBER,2014-08-14T12:00:00Z,"We develop a theoretical model of, and provide the first large-sample evidence on, the behavior and impact of non-practicing entities (NPEs) in the intellectual property space. Our model shows that NPE litigation can reduce infringement and support small inventors. However, the model also shows that as NPEs become effective at bringing frivolous lawsuits, the resulting defense costs inefficiently crowd out some firms that, absent NPEs, would produce welfare-enhancing innovations without engaging in infringement. Our empirical analysis shows that on average, NPEs appear to behave as opportunistic patent trolls. NPEs sue cash-rich firms—a one standard deviation increase in cash holdings roughly doubles a firm's chance of being targeted by NPE litigation. We find moreover that NPEs target cash unrelated to the alleged infringement at essentially the same frequency as they target cash related to the alleged infringement. By contrast, cash is neither a key driver of intellectual property lawsuits by practicing entities (e.g., IBM and Intel), nor of any other type of litigation against firms. We find further suggestive evidence of NPE opportunism, such as forum shopping and targeting of firms that may have reduced ability to defend themselves against litigation. We find that NPE litigation has a real negative impact on innovation at targeted firms: firms substantially reduce their innovative activity after settling with NPEs (or losing to them in court). Moreover, we neither find any markers of significant NPE pass-through to end innovators, nor of a positive impact of NPEs on innovation in the industries in which they are most prevalent.",2014
20323,"Trade Liberalization, Quality, and Export Prices | NBER",2014-07-24T12:00:00Z,"This paper presents theory and evidence from highly disaggregated Chinese data that tariff reductions induce a country's producers to upgrade the quality of the goods that they export. The paper first documents two stylized facts regarding the effect of trade liberalization on export prices and its relation with product differentiation. Next, the paper develops a simple analytic framework that relates a firm's choice of quality to its access to imported intermediates. The model predicts that a reduction in the import tariff induces an incumbent importer/exporter to increase the quality of its exports and to raise its export price in industries where the scope for quality differentiation is large while to lower its export price in industries where the scope for quality differentiation is small. The predictions are consistent with the stylized facts based on Chinese data and robust to various estimation specifications.",2014
20324,Presidents and the U.S. Economy: An Econometric Exploration | NBER,2014-07-24T12:00:00Z,"The U.S. economy has grown faster--and scored higher on many other macroeconomic metrics--when the President of the United States is a Democrat rather than a Republican. For many measures, including real GDP growth (on which we concentrate), the performance gap is both large and statistically significant, despite the fact that postwar history includes only 16 complete presidential terms. This paper asks why. The answer is not found in technical time series matters (such as differential trends or mean reversion), nor in systematically more expansionary monetary or fiscal policy under Democrats. Rather, it appears that the Democratic edge stems mainly from more benign oil shocks, superior TFP performance, a more favorable international environment, and perhaps more optimistic consumer expectations about the near-term future. Many other potential explanations are examined but fail to explain the partisan growth gap.",2014
20325,Finite Population Causal Standard Errors | NBER,2014-07-24T12:00:00Z,"When a researcher estimates the parameters of a regression function using information on all 50 states in the United States, or information on all visits to a website, what is the interpretation of the standard errors?  Researchers typically report standard errors that are designed to capture sampling variation, based on viewing the data as a random sample drawn from a large population of interest, even in applications where it is difficult to articulate what that population of interest is and how it differs from the sample. In this paper we explore alternative interpretations for the uncertainty associated with regression estimates. As a leading example we focus on the case where some parameters of the regression function are intended to capture causal effects. We derive standard errors for causal effects using a generalization of randomization inference. Intuitively, these standard errors capture the fact that even if we observe outcomes for all units in the population of interest, there are for each unit missing potential outcomes for the treatment levels the unit was not exposed to. We show that our randomization-based standard errors in general are smaller than the conventional robust standard errors, and provide conditions under which they agree with them. More generally, correct statistical inference requires precise characterizations of the population of interest, the parameters that we aim to estimate within such population, and the sampling process. Estimation of causal parameters is one example where appropriate inferential methods may differ from conventional practice, but there are others.",2014
20326,"Growth, Import Dependence and War | NBER",2014-07-24T12:00:00Z,"Existing theories of pre-emptive war typically predict that the leading country may choose to launch a war on a follower who is catching up, since the follower cannot credibly commit to not use their increased power in the future. But it was Japan who launched a war against the West in 1941, not the West that pre-emptively attacked Japan. Similarly, many have argued that trade makes war less likely, yet World War I erupted at a time of unprecedented globalization. This paper develops a theoretical model of the relationship between trade and war which can help to explain both these observations. Dependence on strategic imports can lead follower nations to launch pre-emptive wars when they are potentially subject to blockade.",2014
20327,"Barriers to Electrification for ""Under Grid"" Households in Rural Kenya | NBER",2014-07-24T12:00:00Z,"In Sub-Saharan Africa, 600 million people live without electricity. Despite ambitions of governments and donors to invest in rural electrification, decisions about how to extend electricity access are being made in the absence of rigorous evidence. Using a novel dataset of 20,000 geo-tagged structures in rural Western Kenya, we provide descriptive evidence that electrification rates remain very low despite significant investments in grid infrastructure. This pattern holds across time and for both poor and relatively well-off households and businesses. We argue that if governments wish to leverage existing infrastructure and economies of scale, subsidies and new approaches to financing connections are necessary.",2014
20328,"Implications of Heterogeneity in Preferences, Beliefs and Asset Trading Technologies for the Macroeconomy | NBER",2014-07-24T12:00:00Z,"This paper extends the methodology developed in Chien, Cole and Lustig (2011 &amp; 2012)  (hereafter CCL2011 and CCL2012, respectively) to analyze and compute the equilibria of economies with heterogeneous agents who have different asset trading technologies and are subject to both aggregate and idiosyncratic income risk. The different asset trading technologies, which are designed to replicate the portfolio behavior seen in the data, fall into two classes. Active traders manage the composition of their portfolios among a given set of assets in addition to choosing how much to save. Passive traders take their portfolio composition as given and choose only how much to save. There can be a wide variety of different cases within each classes. For active traders, the trading technology varies depending on the set of assets that they can use, while for passive traders it varies with the specific portfolio composition rule. In CCL2011 and CCL2012, all of our agents had to have the same CRRA flow utility functions, discount rates, and beliefs. In this extension, this restriction is relaxed greatly extending the set of economies to which our method applies. This richer degree of heterogeneity allows the model to match a number of key features of the data.",2014
20329,Should Student Employment Be Subsidized? Conditional Counterfactuals and the Outcomes of Work-Study Participation | NBER,2014-07-24T12:00:00Z,"Student employment subsidies are one of the largest types of federal employment subsidies, and one of the oldest forms of student aid. Yet it is unclear whether they help or harm students' long term outcomes. We present a framework that decomposes overall effects into a weighted average of effects for marginal and inframarginal workers. We then develop an application of propensity scores, which we call conditional-counterfactual matching, in which we estimate the overall impact, and the impact under two distinct counterfactuals: working at an unsubsidized job, or not working at all. Finally, we estimate the effects of the largest student employment subsidy program--Federal Work-Study (FWS)--for a broad range of participants and outcomes.  Our results suggest that about half of FWS participants are inframarginal workers, for whom FWS reduces hours worked and improves academic outcomes, but has little impact on future employment. For students who would not have worked otherwise, the pattern of effects reverses. With the exception of first-year GPA, we find scant evidence of negative effects of FWS for any outcome or subgroup. However, positive effects are largest for lower-income and lower-SAT subgroups, suggesting there may be gains to improved targeting of funds.",2014
20330,Health Care Adherence and Personalized Medicine | NBER,2014-07-24T12:00:00Z,"Non-adherence in health care results when a patient does not initiate or continue care that a provider has recommended. Previous research identifies non-adherence as a major source of waste in US health care, totaling approximately 2.3% of GDP, and have proposed a plethora of interventions to raise adherence. However, health economics provides little explicit analyses of the important dynamic demand behavior that drives non-adherence, and it is often casually attributed to uninformed patients. We argue that whereas providers may be more informed about the population-wide effects of treatments, patients are more informed about the individual specific value of treatment. We interpret a patient’s decision to adhere to a treatment regime as an optimal stopping problem in which patients learn the value of a treatment through treatment experience. We derive strong positive and normative implications resulting from interpreting non-adherence as an optimal stopping problem. Our positive analysis derives an “adherence survival function,” depicting the share of patients still on treatment as a function of time, and predicts how various observable factors alter adherence. Our normative analysis derives the efficiency effects of non-adherence and the conditions under which adherence is too high or low. We consider the efficiency implications of this analysis for common adherence interventions. We argue that personalized medicine is intimately linked to adherence issues. It replaces the learning through treatment experience with a diagnostic test, and thereby speeds up the leaning process and cuts over-adherence and raises underadherence. We assess the quantitative implications of our analysis by calibrating the degree of over- and under-adherence for one of the largest US drug categories, cholesterol-reducing drugs. Contrary to frequent normative claims of under-adherence, our estimates suggest the efficiency loss from overadherence is over 80% larger than from under-adherence, even though only 43% of patients fully adhere.",2014
20331,Measuring the Unequal Gains from Trade | NBER,2014-07-24T12:00:00Z,"Individuals that consume different baskets of goods are differentially affected by relative price changes caused by international trade. We develop a methodology to measure the unequal gains from trade across consumers within countries. The approach requires data on aggregate expenditures and parameters estimated from a non-homothetic gravity equation. We find that trade typically favors the poor, who concentrate spending in more traded sectors.",2014
20332,Medical Marijuana Laws and Teen Marijuana Use | NBER,2014-07-24T12:00:00Z,"While at least a dozen state legislatures in the United States have recently considered bills to allow the consumption of marijuana for medicinal purposes, the federal government is intensifying its efforts to close medical marijuana dispensaries.  Federal officials contend that the legalization of medical marijuana encourages teenagers to use marijuana and have targeted dispensaries operating within 1,000 feet of schools, parks and playgrounds.  Using data from the national and state Youth Risk Behavior Surveys, the National Longitudinal Survey of Youth 1997 and the Treatment Episode Data Set, we estimate the relationship between medical marijuana laws and marijuana use.  Our results are not consistent with the hypothesis that legalization leads to increased use of marijuana by teenagers.",2014
20333,A Model to Evaluate Vehicle Emission Incentive Policies in Japan | NBER,2014-07-24T12:00:00Z,"Using three years of data from the 47 prefectures of Japan, we estimate behavior of households who simultaneously make discrete decisions about vehicle ownership and continuous decisions about driving distance.  We use the estimated parameters to calculate elasticities and to simulate the effects of alternative pollution control policies such as taxes on gasoline, on distance, or on particular cars.  Given choices about cars and distance, we also calculate emissions.  Since we model simultaneous choices, both the chosen distance and the chosen car can be affected either by a tax on distance or by a tax on car characteristics.  We find expected signs for coefficients on price and income.  Car choices are relatively inelastic, however, either to taxes on cars or to taxes on gas or distance.  Thus emissions are more affected by taxes on gasoline than by taxes on particular vehicles. </p>",2014
20334,"Multiple Pollutants, Uncovered Sectors, and Suboptimal Environmental Policies | NBER",2014-07-24T12:00:00Z,"In our analytical general equilibrium model where two polluting inputs can be substitutes or complements in production, we study the effects of a tax on one pollutant in two cases: one where both pollutants face taxes and the second where the other pollutant is subject to a permit policy.  In each case, we solve for closed-form solutions that highlight important parameters.  We demonstrate two important ways that environmental taxes and permits are not equivalent.  First, the change in the pollutant facing a tax increase depends on whether the other pollutant is subject to a tax or permit policy.  Second, if that other pollutant is subject to a tax, then general equilibrium effects can increase or decrease its quantity (affecting overall welfare).  However, when the second pollutant is subject to a permit policy that binds, then welfare is not affected by this spillover effect. Finally, a numerical exercise helps demonstrate these two ways that taxes and permits differ.  Using the example of coal-fired power plants, our numerical exercise examines the impacts of increasing a hypothetical carbon tax on the quantity of sulfur dioxide emissions.",2014
20335,The Macroeconomics of Shadow Banking | NBER,2014-07-24T12:00:00Z,"We build a macroeconomic model that centers on liquidity transformation in the financial sector. Intermediaries maximize liquidity creation by issuing securities that are money-like in normal times but become illiquid in a crash when collateral is scarce. We call this process shadow banking. A rise in uncertainty raises demand for crash-proof liquidity, forcing intermediaries to delever and substitute toward safe, collateral- intensive liabilities. Shadow banking shrinks, causing the liquidity supply to contract, discount rates and collateral premia spike, prices and investment fall. The model produces slow recoveries, collateral runs, and flight to quality and it provides a framework for analyzing unconventional monetary policy and regulatory reform proposals.",2014
20336,"Capital Market Financing, Firm Growth, Firm Size Distribution | NBER",2014-07-24T12:00:00Z,"Which firms issue equity and debt in domestic and international markets and what happens to their assets, sales, and number of employees? To answer these questions, we assemble a new dataset on firm-level capital raising activity during 1991-2011, which we match with firm attributes for 45,527 listed firms from 51 economies during 2003-2011. We find that only a few of the largest firms issue securities in the median country. Firms issuing bonds are even larger than those issuing equity. Moreover, issuers grow much faster than non-issuers, particularly (a) during the year of issuance, (b) among smaller and younger firms, and (c) in countries with market-based financial systems. Furthermore, the firm size distribution (FSD) of issuers behaves differently from that of non-issuers. Among issuers, smaller firms grow faster than larger ones, tightening their FSD; but among non-issuers, larger firms grow faster than smaller ones, widening their FSD.",2014
20337,Is the Time Allocated to Review Patent Applications Inducing Examiners to Grant Invalid Patents?: Evidence from Micro-Level Application Data | NBER,2014-07-24T12:00:00Z,"We explore how examiner behavior is altered by the time allocated for reviewing patent applications. Insufficient examination time may hamper examiner search and rejection efforts, leaving examiners more inclined to grant invalid applications. To test this prediction, we use application-level data to trace the behavior of individual examiners over the course of a series of promotions that carry with them reductions in examination-time allocations. We find evidence demonstrating that such promotions are associated with reductions in examination scrutiny and increases in granting tendencies, as well as evidence that those additional patents being issued on the margin are of below-average quality.",2014
20338,An Exploration of the International Comparison Program's New Global Economic Landscape | NBER,2014-07-24T12:00:00Z,"The Purchasing Power Parity (PPP) rates from the 2011 round of the International Comparison Program (ICP) imply some dramatic revisions to price levels and real incomes across the world. The paper tries to understand these changes. Domestic inflation rates account for a share of the PPP changes, although less so for the 2011 revisions than prior ICP rounds. A marked downward drift in ICP price levels for developing countries also emerged in 2011. Conditional on domestic price changes, the co-movement of PPPs with market exchange rates suggests that that the ICP puts higher weight on more internationally comparable traded-goods than do domestic indices. There is also evidence of a Dynamic Penn Effect, whereby economic growth comes with higher prices. The drift is concentrated in the Asia regional groupings used for ICP implementation. The results are not consistent with expectations based on the only methodological change identified to date although other explanations remain to be investigated.",2014
20339,Inflating Away the Public Debt? An Empirical Assessment | NBER,2014-07-24T12:00:00Z,"We propose and implement a method that provides quantitative estimates of the extent to which higher- than-expected inflation can lower the real value of outstanding government debt. Looking forward, we derive a formula for the debt burden that relies on detailed information about debt maturity and claimholders, and that uses option prices to construct risk-adjusted probability distributions for inflation at different horizons. The estimates suggest that it is unlikely that inflation will lower the US fiscal burden significantly, and that the effect of higher inflation is modest for plausible counterfactuals. If instead inflation is combined with financial repression that ex post extends the maturity of the debt, then the reduction in value can be significant.",2014
20340,"Information, Misallocation and Aggregate Productivity | NBER",2014-07-24T12:00:00Z,"We propose a theory linking imperfect information to resource misallocation and hence to aggregate productivity and output. In our setup, firms look to a variety of noisy information sources when making input decisions. We devise a novel empirical strategy that uses a combination of firm-level production and stock market data to pin down the information structure in the economy. Even when only capital is chosen under imperfect information, applying this methodology to data from the US, China, and India reveals substantial losses in productivity and output due to the informational friction. Our estimates for these losses range from 7-10% for productivity and 10-14% for output in China and India, and are smaller, though still significant, in the US. Losses are substantially higher when labor decisions are also made under imperfect information. We find that firms turn primarily to internal sources for information; learning from financial markets contributes little, even in the US.",2014
20341,An econometric model of link formation with degree heterogeneity | NBER,2014-07-24T12:00:00Z,"I introduce a model of undirected dyadic link formation which allows for assortative matching on observed agent characteristics (homophily) as well as unrestricted agent level heterogeneity in link surplus (degree heterogeneity). Like in fixed effects panel data analyses, the joint distribution of observed and unobserved agent-level characteristics is left unrestricted. Two estimators for the (common) homophily parameter, `beta_0`, are developed and their properties studied under an asymptotic sequence involving a single network growing large. The first, tetrad logit (TL), estimator conditions on a sufficient statistic for the degree heterogeneity. The second, joint maximum likelihood (JML), estimator treats the degree heterogeneity ` {A_(i0)}_(i=1)^N` as additional (incidental) parameters to be estimated. The TL estimate is consistent under both sparse and dense graph sequences, whereas consistency of the JML estimate is shown only under dense graph sequences.</p>",2014
20342,Broken or Fixed Effects? | NBER,2014-07-24T12:00:00Z,"We replicate eight influential papers to provide empirical evidence that, in the presence of heterogeneous treatment effects, OLS with fixed effects (FE) is generally not a consistent estimator of the average treatment effect (ATE). We propose two alternative estimators that recover the ATE in the presence of group-specific heterogeneity. We document that heterogeneous treatment effects are common and the ATE is often statistically and economically different from the FE estimate. In all but one of our replications, there is statistically significant treatment effect heterogeneity and, in six, the ATEs are either economically or statistically different from the FE estimates.",2014
20343,Reference-Dependent Preferences: Evidence from Marathon Runners | NBER,2014-07-31T12:00:00Z,"Models of reference-dependent preferences propose that individuals evaluate outcomes as gains or losses relative to a neutral reference point. We test for reference dependence in a large dataset of marathon finishing times (n = 9,524,071). Models of reference-dependent preferences such as prospect theory predict bunching of finishing times at reference points. We provide visual and statistical evidence that round numbers (e.g., a four-hour marathon) serve as reference points in this environment and as a result produce significant bunching of performance at these round numbers. Bunching is driven by planning and adjustments in effort provision near the finish line and cannot be explained by explicit rewards (e.g., qualifying for the Boston Marathon), peer effects, or institutional features (e.g., pacesetters). We calibrate a simple model of prospect theory as well as other models of reference dependence and show that the basic qualitative shape of the empirical distribution of finishing times is consistent with parameters that have previously been estimated in the laboratory.",2014
20344,Can Electronic Procurement Improve Infrastructure Provision? Evidence From Public Works in India and Indonesia | NBER,2014-07-31T12:00:00Z,"Poorly functioning, and often corrupt, public procurement procedures are widely faulted for the low quality of infrastructure provision in developing countries. Can electronic procurement (e-procurement), which reduces both the cost of acquiring tender information and personal interaction between bidders and procurement officials, ameliorate these problems? In this paper we develop a unique micro-dataset on public works procurement from two fast-growing economies, India and Indonesia, and use regional and time variation in the adoption of e-procurement across both countries to examine its impact. We find no evidence that e-procurement reduces prices paid by the government, but do find that it is associated with quality improvements. In India, where we observe an independent measure of construction quality, e-procurement improves the average road quality, and in Indonesia, e-procurement reduces delays in completion of public works projects. Bidding data suggests that an important channel of influence is selection -- regions with e-procurement have a broader distribution of winners, with (better) winning bidders more likely to come from outside the region where the work takes place. On net, the results suggest that e-procurement facilitates entry from higher quality contractors.",2014
20345,Capital Structure and Hedging Demand with Incomplete Markets | NBER,2014-07-31T12:00:00Z,"In this paper we study the role played by hedging demand in shaping firms' capital structure. We develop and study a general equilibrium model with production and incomplete markets where households differ in their risk-sharing needs. Value-maximizing firms cater to these different needs when choosing their leverage, their size, and possibly the risk profile of their production technology. We find that as the demand for hedging increases, firms issue more debt and destine only part of the greater proceeds to investment—the remainder going to shareholders. How much more debt, depends on the availability of competing risk-sharing instruments, such as (government-issued) risk-free debt and derivatives. When the capital structure is jointly shaped by hedging demand and agency—in the form of an asset-substitution problem—the greater risk induced by asymmetric information has countervailing effects on debt: On the one hand, debt is reduced to nudge shareholders into choosing lower risk. This is the standard asset substitution effect. On the other hand, however, the greater risk in production affects the state prices and calls for more debt.",2014
20346,"Political Booms, Financial Crises | NBER",2014-07-31T12:00:00Z,"We show that political booms, measured by the rise in governments' popularity, predict financial crises above and beyond other better-known early warning indicators, such as credit booms. This predictive power, however, only holds in emerging economies. We show that governments in emerging economies are more concerned about their reputation and tend to ride the short-term popularity benefits of weak credit booms rather than implementing politically costly corrective policies that would help prevent potential crises. We provide evidence of the relevance of this reputation mechanism.",2014
20347,The Geography of Financial Misconduct | NBER,2014-07-31T12:00:00Z,"We find that a firm's tendency to engage in financial misconduct increases with the misconduct rates of neighboring firms. This appears to be caused by peer effects, rather than exogenous shocks like regional variation in enforcement. Effects are stronger among firms of comparable size, and among CEOs of similar age. Moreover, local waves of financial misconduct correspond with local waves of non-financial corruption, such as political fraud.",2014
20348,How Does Family Health Care Use Respond to Economic Shocks? Realized and Anticipated Effects | NBER,2014-07-31T12:00:00Z,"Families in constrained economic circumstances resulting from economic shocks face difficult choices regarding how best to spend their diminished resources. As families strive to preserve their living standards, decisions regarding health care use and its allocation among family members may become more discretionary and complex. Using two-year panel data from the Medical Expenditure Panel Survey for 2004 to 2011, we examine how the intra-family allocation of health care spending responds to realized and anticipated changes in family economic status. We focus on the share of total family health care spending allocated to children, and measure realized economic shocks based on changes in the family's income, employment, and health insurance status. We account for anticipated economic shocks by differentiating families by whether they are observed prior to, at the onset of, or during the Great Recession, or in the post-recession period. Our findings suggest that both types of economic shocks affect the share of family health care spending allocated to children, with findings more pronounced for single-mother families. We also find that realized economic shocks have a greater impact on children's spending share than the anticipated change in economic status associated with the Great Recession and its recovery.",2014
20349,Cash for Corollas: When Stimulus Reduces Spending | NBER,2014-07-31T12:00:00Z,"The 2009 Cash for Clunkers program aimed to stimulate consumer spending in the new automobile industry, which was experiencing disproportionate reductions in demand and employment during the Great Recession. Exploiting program eligibility criteria in a regression discontinuity design, we show nearly 60 percent of the subsidies went to households who would have purchased during the two-month program anyway; the rest accelerated sales by no more than eight months. Moreover, the program’s fuel efficiency restrictions shifted purchases toward vehicles that cost on average $5,000 less. On net, Cash for Clunkers significantly reduced total new vehicle spending over the ten month period.",2014
20350,Urban Vibrancy and Corporate Growth | NBER,2014-07-31T12:00:00Z,"We find that a firm's investment is highly sensitive to the investments of other firms headquartered nearby, even those in very different industries. It also responds to fluctuations in the cash flows and stock prices (q) of local firms outside its sector. These patterns do not appear to reflect exogenous area shocks such as local shocks to labor or real estate values, but rather suggest that local agglomeration economies are important determinants of firm investment and growth.",2014
20351,Measuring Economic Efficiency Using Inverse-Optimum Weights | NBER,2014-07-31T12:00:00Z,"This paper provides a method to measure the traditional Kaldor-Hicks notion of “economic efficiency” when taxes affect behavior. In contrast to traditional unweighted surplus, measuring efficiency requires weighting individual benefits (or surplus) by the marginal cost to the government of providing a $1 transfer at each income level. These weights correspond to the solution to the “inverse-optimum” program in optimal tax: they are the social planning weights that would rationalize the status quo tax schedule as optimal. I estimate the weights using the universe of US income tax returns from 2012. The results suggest that measuring economic efficiency requires weighting surplus accruing to the poor roughly 1.5-2 times more than surplus accruing to the rich. This is because $1 of surplus to the poor can be turned into roughly $1.5-$2 of surplus to the rich by reducing the progressivity of the tax schedule. Following Kaldor and Hicks’ original applications, I compare income distributions over time in the US and across countries. The results suggest US economic growth is 15-20% lower due to increased inequality than is suggested by changes in GDP. Because of its higher inequality, the U.S. is unable to replicate the income distribution of countries like Austria and the Netherlands, despite having higher national income per capita.",2014
20352,"The Causal Effect of Environmental Catastrophe on Long-Run Economic Growth: Evidence From 6,700 Cyclones | NBER",2014-07-31T12:00:00Z,"Does the environment have a causal effect on economic development? Using meteorological data, we reconstruct every country's exposure to the universe of tropical cyclones during 1950-2008. We exploit random within-country year-to-year variation in cyclone strikes to identify the causal effect of environmental disasters on long-run growth. We compare each country's growth rate to itself in the years immediately before and after exposure, accounting for the distribution of cyclones in preceding years. The data reject hypotheses that disasters stimulate growth or that short-run losses disappear following migrations or transfers of wealth. Instead, we find robust evidence that national incomes decline, relative to their pre-disaster trend, and do not recover within twenty years.  Both rich and poor countries exhibit this response, with losses magnified in countries with less historical cyclone experience.  Income losses arise from a small but persistent suppression of annual growth rates spread across the fifteen years following disaster, generating large and significant cumulative effects: a 90th percentile event reduces per capita incomes by 7.4% two decades later, effectively undoing 3.7 years of average development. The gradual nature of these losses render them inconspicuous to a casual observer, however simulations indicate that they have dramatic influence over the long-run development of countries that are endowed with regular or continuous exposure to disaster.  Linking these results to projections of future cyclone activity, we estimate that under conservative discounting assumptions the present discounted cost of ""business as usual"" climate change is roughly $9.7 trillion larger than previously thought.",2014
